Team,Year,Sagarin,Zsagarin,FrNbrRecruits,Fr5star,Fr4star,Fr3star,Fravg,Frpoints,Sonbrrecruits,So5star,So4star,So3star,Soavg,Sopoints,Jrnbrrecruits,Jr5star,Jr4star,Jr3star,Jravg,Jrpoints,Srnbrrecruits,Sr5star,Sr4star,Sr3star,Sravg,Srpoints,Rssrnbrrecruits,Rssr5star,Rssr4star,Rssr3star,Rssravg,Rssrpoints,conference,lysagarin,z_lysagarin,tyasagarin,z_tyasagarin,retoff,retdef,qbret,bowl,bowlwin,coachexp_school,coachexp_total,lindys,BigTen,SEC,BigTwelve,ACC,PacTen,Bigeast,Ind
Notre Dame,2012,91.08,1.507893831,17,1,8,7,3.53,1521,23,2,8,12,3.48,1976,23,0,10,12,3.39,1618,18,1,9,5,3.44,1564,23,3,16,4,3.96,2744,Ind,79.91,0.328966039,82.47,0.586370741,7,6,1,1,0,2,10,33,0,0,0,0,0,0,1
Ohio State,2012,85.37,0.920872349,25,2,14,9,3.72,2382,23,1,9,12,3.43,1927,19,0,8,9,3.32,1327,25,2,15,8,3.76,2478,20,4,9,7,3.85,2481,bigten,74.19,-0.249936744,92.75,1.65055172,7,7,1,1,0,0,10,14,1,0,0,0,0,0,0
Oklahoma,2012,85.7,0.954798284,25,1,11,13,3.52,1937,17,2,7,8,3.65,1722,29,0,16,13,3.55,2213,23,0,11,11,3.43,1830,21,3,12,5,3.81,2422,bigtwelve,92.48,1.601135266,88.72,1.233367931,8,7,1,1,1,13,13,4,0,0,1,0,0,0,0
Oklahoma State,2012,83.56,0.734793736,24,0,3,17,2.96,1015,27,0,2,22,2.96,1096,27,0,5,22,3.19,1170,24,0,5,13,2.96,1049,27,0,6,16,3.04,1211,bigtwelve,97.01,2.059601981,87.57,1.114320448,6,8,0,1,1,7,7,16,0,0,1,0,0,0,0
Ole Miss,2012,80.91,0.462358197,19,0,2,14,2.95,907,27,1,5,21,3.26,1573,25,0,8,16,3.28,1554,37,1,8,22,3.11,1628,31,1,2,15,2.71,1165,SEC,61.77,-1.506924955,65.85,-1.134124188,7,7,0,0,0,0,0,60,0,1,0,0,0,0,0
Oregon,2012,93.91,1.798834425,21,0,10,9,3.38,1641,23,2,9,12,3.57,2048,23,1,10,9,3.39,1851,26,0,4,16,2.92,1126,20,0,8,9,3.25,1356,pacten,91.82,1.534338791,96.98,2.088439419,4,7,0,1,1,3,3,5,0,0,0,0,1,0,0
Oregon State,2012,83.78,0.757411026,23,0,2,16,2.87,917,24,0,1,15,2.71,435,18,0,4,12,3.11,924,24,0,1,13,2.63,595,18,1,0,10,2.72,450,pacten,65.76,-1.103109902,79.99,0.329642256,7,8,1,0,0,11,11,65,0,0,0,0,1,0,0
Penn State,2012,78.83,0.248522001,19,0,2,11,2.79,708,16,0,5,8,3.13,890,20,0,12,7,3.55,1852,27,0,7,12,2.96,1335,14,0,4,6,3,700,bigten,78.82,0.218650648,73.05,-0.388783425,3,4,1,1,0,0,0,27,1,0,0,0,0,0,0
Pittsburgh,2012,72.4,-0.412519703,16,0,4,10,3.13,795,20,0,2,10,2.7,385,24,0,4,19,3.13,1144,20,0,4,11,2.95,804,19,1,5,9,3.16,1179,Bigeast,69.65,-0.709415526,78.76,0.202313208,8,4,1,1,0,0,0,44,0,0,0,0,0,1,0
Purdue,2012,68.63,-0.800097809,26,0,2,22,3,1005,15,0,0,11,2.73,100,24,0,1,13,2.63,564,20,0,1,8,2.5,226,26,0,1,10,2.38,278,bigten,70.28,-0.645655255,63.19,-1.409486193,8,7,1,1,1,3,8,42,1,0,0,0,0,0,0
Rutgers,2012,74.62,-0.184290685,19,1,4,13,3.26,1296,24,0,4,15,2.96,1014,24,0,2,14,2.75,454,23,0,4,15,3,981,20,0,3,7,2.65,662,Bigeast,76.98,0.032430173,64.47,-1.276981168,6,8,0,1,1,0,0,36,0,0,0,0,0,1,0
South Carolina,2012,90.1,1.407144084,25,0,8,15,3.24,1534,32,1,6,25,3.25,1638,23,1,5,11,3.04,1342,29,0,14,11,3.34,1952,22,0,6,14,3.18,1322,SEC,88.23,1.17100645,81.11,0.445584152,7,6,1,1,1,7,22,11,0,1,0,0,0,0,0
South Florida,2012,64.88,-1.185619797,20,0,2,16,3,780,21,0,1,16,2.86,322,20,0,2,13,2.85,464,30,0,6,18,3,1197,24,0,2,9,2.46,391,Bigeast,71.02,-0.570762238,74.43,-0.245926445,7,7,1,0,0,2,12,57,0,0,0,0,0,1,0
Southern Cal,2012,78.32,0.19609101,15,3,10,2,4.07,2040,30,1,14,13,3.47,2315,20,5,14,1,4.2,3003,19,4,11,2,3.89,2410,19,2,13,4,3.89,2312,pacten,86.48,0.993894585,81.93,0.530470184,9,8,1,0,0,2,3,2,0,0,0,0,1,0,0
Stanford,2012,87.85,1.175830891,22,3,10,9,3.73,2297,19,0,7,11,3.32,1311,23,0,5,16,3.13,1314,22,0,8,12,3.27,1583,17,0,2,8,2.71,502,pacten,90.48,1.398721706,98.05,2.199205338,5,7,0,1,0,1,1,21,0,0,0,0,1,0,0
Syracuse,2012,77.61,0.123098847,21,0,0,13,2.62,437,26,0,0,12,2.46,250,29,0,1,11,2.38,277,14,0,0,4,2.29,62,26,0,4,6,2.54,621,Bigeast,65.97,-1.081856478,73.68,-0.323566108,5,8,1,0,0,3,3,75,0,0,0,0,0,1,0
TCU,2012,78.39,0.203287421,22,0,3,17,3.05,952,25,0,2,23,3.08,1122,18,0,2,16,3.11,823,20,0,4,12,3,827,16,0,0,6,2.25,75,bigtwelve,84.13,0.756058651,94.69,1.851379648,7,5,1,1,1,11,11,15,0,0,1,0,0,0,0
Temple,2012,63.34,-1.343940827,29,0,0,5,2.17,228,21,0,0,4,2.19,80,25,0,0,7,2.28,299,28,0,0,1,2.04,65,26,0,0,2,2.08,131,Bigeast,74.5,-0.218562642,69.08,-0.79975604,4,5,1,1,1,1,1,106,0,0,0,0,0,1,0
Tennessee,2012,73.5,-0.299433253,21,0,10,9,3.38,1595,27,0,12,14,3.41,1811,25,1,12,9,3.44,2048,21,2,9,10,3.62,2037,18,0,4,11,3.06,1027,SEC,74.09,-0.260057422,70.71,-0.631019173,10,8,1,0,0,2,5,37,0,1,0,0,0,0,0
Texas,2012,83.63,0.741990147,28,2,15,10,3.64,2481,22,1,15,6,3.77,2322,25,2,19,4,3.92,2728,20,3,11,6,3.85,2375,20,0,12,7,3.55,1919,bigtwelve,85.21,0.865361974,70.52,-0.650687888,8,7,1,1,1,14,28,19,0,0,1,0,0,0,0
Texas A&M,2012,93.31,1.737150907,19,1,6,12,3.42,1647,22,0,3,15,2.95,1098,24,0,9,13,3.29,1572,28,1,4,21,3.14,1403,24,0,7,14,3.17,1482,SEC,85.87,0.932158449,82.37,0.576018786,8,5,0,1,1,0,4,29,0,1,0,0,0,0,0
Texas Tech,2012,77.71,0.133379434,26,0,3,21,3.04,1139,27,0,6,19,3.15,1457,25,0,5,15,3,986,25,0,5,15,3,1110,16,0,3,10,3,678,bigtwelve,73.17,-0.35316766,74.5,-0.238680077,5,4,1,0,0,2,15,40,0,0,1,0,0,0,0
UCLA,2012,78.51,0.215624125,26,1,8,14,3.27,1731,16,0,3,10,3,636,23,1,12,10,3.61,2105,27,0,11,14,3.33,1752,23,0,12,11,3.52,1924,pacten,70.18,-0.655775933,71.41,-0.558555488,6,8,0,1,0,0,0,48,0,0,0,0,1,0,0
Utah,2012,71.27,-0.528690328,28,0,5,19,3.04,1088,19,0,2,14,2.95,853,22,0,4,16,3.09,1156,25,1,2,14,2.84,886,15,0,1,9,2.73,297,pacten,75.92,-0.074849014,80.56,0.388648399,5,7,0,1,1,7,7,26,0,0,0,0,1,0,0
Vanderbilt,2012,80.77,0.447965376,22,0,3,19,3.14,1069,21,0,0,15,2.71,285,24,0,1,17,2.79,469,18,0,0,13,2.72,251,21,0,0,4,2.19,80,SEC,74.94,-0.174031659,58.2,-1.92604875,9,7,1,1,0,1,1,52,0,1,0,0,0,0,0
Virginia,2012,64.65,-1.209265146,26,0,4,16,2.92,1126,26,0,5,17,3.04,1144,18,0,1,12,2.78,392,25,0,5,11,2.84,1110,18,0,1,7,2.5,284,ACC,69.17,-0.757994781,65,-1.222115806,7,4,1,1,0,2,4,34,0,0,0,1,0,0,0
Virginia Tech,2012,74.37,-0.209992151,28,0,7,19,3.18,1429,21,0,4,14,3.05,928,20,0,5,15,3.25,1550,22,0,5,14,3.09,1357,31,0,6,22,3.1,1375,ACC,79.14,0.251036818,86.1,0.962146709,2,8,1,1,0,25,31,18,0,0,0,1,0,0,0
Wake Forest,2012,61.11,-1.573197903,19,0,0,16,2.84,409,14,0,0,11,2.79,288,19,0,1,12,2.74,377,23,0,0,11,2.48,331,17,0,0,8,2.47,314,ACC,68.42,-0.833899866,61.63,-1.570976692,3,7,1,1,0,11,17,54,0,0,0,1,0,0,0
Washington,2012,75.05,-0.140084164,25,1,5,14,3.08,1452,23,0,5,15,3.09,1300,31,0,5,24,3.1,1214,19,0,1,15,2.89,286,26,0,5,14,2.92,1255,pacten,74.52,-0.216538507,80.09,0.339994211,6,7,1,1,0,3,3,32,0,0,0,0,1,0,0
Washington St.,2012,62.65,-1.414876873,27,0,2,15,2.7,602,27,0,1,12,2.52,274,26,0,0,14,2.46,130,22,0,0,12,2.55,120,27,0,0,6,2.15,90,pacten,66.14,-1.064651325,66.73,-1.043026984,7,7,1,0,0,0,10,51,0,0,0,0,1,0,0
West Virginia,2012,75.44,-0.099989877,28,0,1,24,2.93,787,22,0,3,15,2.95,624,20,0,5,13,3.15,1281,25,0,6,15,3.08,1234,27,0,3,10,2.52,757,bigtwelve,81.78,0.518222718,78.03,0.126743937,7,6,1,1,1,1,1,10,0,0,1,0,0,0,0
Wisconsin,2012,81.02,0.473666842,12,0,3,7,3.08,587,20,0,3,15,3.05,767,24,0,0,21,2.88,160,21,0,5,11,3,923,24,0,3,14,2.83,829,bigten,88.67,1.215537433,86.99,1.054279109,5,6,0,1,0,6,6,17,1,0,0,0,0,0,0
Alabama,2013,93.37,1.564184091,25,4,13,8,3.84,3166,26,3,14,9,3.77,2621,22,3,14,5,3.91,2632,26,1,15,9,3.62,2308,27,4,14,9,3.81,2786,SEC,99.4,2.386556023,104.17,2.697476812,5,6,1,1,1,6,17,1,0,1,0,0,0,0,0
Arizona,2013,83.32,0.653816665,25,0,2,18,2.88,1548,24,0,2,17,2.88,808,21,0,1,15,2.81,435,23,0,4,16,3.04,1036,24,0,3,17,2.96,830,pacten,76.18,0.027459193,70.52,-0.546740687,5,10,0,1,1,1,11,53,0,0,0,0,1,0,0
Arizona State,2013,85.51,0.852195239,24,0,3,18,3,1582,23,0,3,15,2.91,944,14,0,2,7,2.64,413,26,0,5,17,3.04,1083,22,1,4,12,2.95,1173,pacten,79.87,0.402354426,74.94,-0.120605729,6,8,1,1,1,1,7,37,0,0,0,0,1,0,0
Arkansas,2013,66.21,-0.896072554,23,0,4,14,2.96,1691,24,0,2,21,3.04,1001,30,0,4,24,3.07,1189,25,0,3,18,2.96,766,31,1,8,20,3.26,1678,SEC,70.64,-0.535391644,91.06,1.433533531,4,6,0,0,0,0,7,52,0,1,0,0,0,0,0
Auburn,2013,91.76,1.418344135,23,2,9,12,3.57,2384,21,0,13,8,3.62,1951,24,1,13,10,3.63,2194,32,3,13,13,3.5,2485,28,0,9,16,3.21,1599,SEC,65.86,-1.021028286,77.4,0.116564407,6,5,0,0,0,0,1,65,0,1,0,0,0,0,0
Baylor,2013,89.28,1.193696253,22,0,3,15,2.95,1618,24,0,3,18,3,810,19,0,1,16,2.95,628,23,0,4,17,3.09,1025,28,0,3,14,2.71,590,bigtwelve,82.64,0.683779844,86.01,0.946659879,6,8,0,1,1,5,10,19,0,0,1,0,0,0,0
Boston College,2013,70.6,-0.498409569,15,0,0,8,2.53,855,16,0,2,8,2.75,468,23,0,4,9,2.74,834,21,0,2,14,2.86,815,17,0,1,6,2.47,260,ACC,60.42,-1.573719361,64.4,-1.136773706,8,7,1,0,0,0,2,76,0,0,0,1,0,0,0
California,2013,58.54,-1.59085048,26,0,3,19,2.96,1600,19,0,7,10,3.26,1316,22,0,10,12,3.45,1646,19,2,7,10,3.58,1875,20,0,6,8,2.9,931,pacten,66.64,-0.94178214,76.2,0.000871658,3,5,0,0,0,0,3,56,0,0,0,0,1,0,0
Cincinnati,2013,69.66,-0.583558363,20,0,0,12,2.6,1065,29,0,0,25,2.86,756,24,0,1,20,2.92,605,22,0,1,10,2.55,490,25,0,2,8,2.48,430,Bigeast,77.81,0.193063321,78.63,0.235149474,6,5,0,1,1,0,17,40,0,0,0,0,0,1,0
Clemson,2013,87.22,1.007093577,23,0,10,10,3.3,2131,20,0,9,11,3.45,1680,29,4,6,15,3.34,2173,23,0,9,13,3.35,1551,12,0,7,4,3.5,1019,ACC,85.21,0.944885738,77.78,0.153200444,6,5,1,1,1,5,5,7,0,0,0,1,0,0,0
Colorado,2013,66.42,-0.877049951,19,0,0,13,2.68,1095,27,0,2,20,2.89,965,19,0,0,13,2.68,256,22,0,0,15,2.68,399,19,0,4,8,2.84,744,pacten,52.89,-2.338749469,61.65,-1.401902922,8,7,0,0,0,0,0,93,0,0,0,0,1,0,0
Connecticut,2013,58.28,-1.614402274,25,0,0,12,2.48,1155,23,0,0,9,2.39,214,16,0,0,8,2.5,88,20,0,0,9,2.45,202,21,0,1,3,2.24,215,Bigeast,64.35,-1.174440698,68.09,-0.781018503,7,5,1,0,0,2,20,62,0,0,0,0,0,1,0
Duke,2013,75.97,-0.011974437,20,0,0,11,2.55,1095,20,0,1,10,2.6,621,20,0,0,11,2.55,238,20,0,0,10,2.5,314,27,0,2,13,2.63,634,ACC,67.97,-0.8066573,60.07,-1.554231708,6,5,0,1,0,5,12,82,0,0,0,1,0,0,0
Florida,2013,73.43,-0.242057349,29,2,14,12,3.59,2792,23,3,11,8,3.7,2421,19,0,11,8,3.58,1851,28,4,18,5,3.89,2938,16,3,9,4,3.94,2017,SEC,89.84,1.415282737,78.78,0.249611068,4,4,1,1,0,2,2,12,0,1,0,0,0,0,0
Florida State,2013,101.9,2.336864105,21,2,9,9,3.57,2352,19,3,10,5,3.79,2263,18,0,8,10,3.44,2365,24,2,8,14,3.5,1953,21,2,10,8,3.62,2154,ACC,87.5,1.177544297,81.16,0.479068353,6,4,0,1,1,3,3,13,0,0,0,1,0,0,0
Georgia,2013,81.96,0.530622666,33,0,16,17,3.48,2226,19,2,6,10,3.47,1775,26,2,12,11,3.58,2309,19,0,9,9,3.42,1581,19,1,14,4,3.84,2179,SEC,92.15,1.649973249,84.01,0.753838631,9,3,1,1,1,12,12,6,0,1,0,0,0,0,0
Georgia Tech,2013,77.14,0.094008637,14,0,0,10,2.71,885,17,0,2,13,3,587,22,0,1,18,2.91,759,18,0,5,11,3.17,950,21,0,1,17,2.9,732,ACC,75.92,0.001043811,72.31,-0.37416567,7,8,0,1,1,5,15,34,0,0,0,1,0,0,0
Houston,2013,73.84,-0.204917981,25,0,0,17,2.68,1365,24,0,1,16,2.75,531,22,0,0,16,2.73,262,27,0,2,18,2.81,835,25,0,1,11,2.52,378,Bigeast,61.23,-1.491425285,85.26,0.874351911,9,4,1,0,0,1,1,60,0,0,0,0,0,1,0
Illinois,2013,66.33,-0.885202495,25,0,2,14,2.72,1425,19,0,0,14,2.74,459,27,0,1,21,2.85,711,21,0,1,11,2.62,367,23,0,7,8,2.78,1092,bigten,58.11,-1.808409872,72.8,-0.326924464,9,4,1,0,0,1,4,87,1,0,0,0,0,0,0
Indiana,2013,72.06,-0.366157187,23,0,5,13,3,1525,25,0,0,18,2.72,436,21,0,1,12,2.67,384,25,0,0,11,2.44,115,19,0,0,13,2.68,455,bigten,67.47,-0.857456112,55.37,-2.007361641,9,6,1,0,0,2,2,63,1,0,0,0,0,0,0
Iowa,2013,78.68,0.233507725,21,0,0,17,2.81,1335,24,0,4,15,2.96,853,24,0,4,16,3,1065,21,0,4,13,3,977,19,0,2,5,2.47,343,bigten,68.79,-0.723347248,74.51,-0.162062297,6,8,0,0,0,14,17,66,1,0,0,0,0,0,0
Iowa State,2013,67.06,-0.819076304,25,0,1,12,2.56,1245,21,0,0,16,2.76,140,23,0,0,15,2.65,478,28,0,2,16,2.71,472,23,0,1,10,2.52,236,bigtwelve,74.15,-0.178783983,74.64,-0.149528916,6,5,1,1,0,4,4,44,0,0,1,0,0,0,0
Kansas,2013,58.41,-1.602626377,24,0,2,19,2.96,1440,20,0,0,15,2.75,285,27,0,2,21,2.93,899,18,0,2,12,2.89,555,25,0,4,19,3.08,1155,bigtwelve,63.57,-1.253686845,64.09,-1.166660999,3,2,0,0,0,1,6,94,0,0,1,0,0,0,0
Kansas State,2013,83.39,0.660157533,19,0,2,9,2.72,1110,21,0,1,14,2.76,580,25,0,0,17,2.68,291,17,0,2,12,2.94,458,25,0,0,12,2.48,120,bigtwelve,88.98,1.327908781,84.56,0.806864475,7,2,0,1,0,21,21,36,0,0,1,0,0,0,0
Kentucky,2013,60.92,-1.37526098,23,0,3,17,3.05,1641,26,0,1,21,2.88,504,24,0,1,21,2.96,357,26,0,1,18,2.77,742,29,0,3,16,2.69,958,SEC,63.99,-1.211015843,66.03,-0.979624389,4,5,1,0,0,0,0,88,0,1,0,0,0,0,0
Louisville,2013,85.05,0.81052668,17,0,2,13,3,1342,22,0,3,16,3,873,20,0,4,15,3.15,1086,28,0,3,18,2.86,778,26,0,1,8,2.31,214,Bigeast,79.98,0.413530165,70.75,-0.524566243,5,7,1,1,1,3,3,10,0,0,0,0,0,1,0
LSU,2013,87.22,1.007093577,26,2,15,9,3.73,2643,22,0,9,12,3.36,1567,22,3,9,9,3.64,2224,29,1,15,13,3.59,2255,24,4,11,9,3.79,2581,SEC,87.63,1.190751988,100.3,2.324367697,6,3,1,1,0,8,12,8,0,1,0,0,0,0,0
Maryland,2013,66.79,-0.843533936,22,1,4,10,2.95,1589,23,1,2,14,2.91,975,21,0,1,15,2.81,692,21,0,4,15,3.1,1058,26,0,6,16,3.08,1266,ACC,63.28,-1.283150156,61.76,-1.391297753,4,4,0,0,0,2,13,47,0,0,0,1,0,0,0
Memphis,2013,60.46,-1.416929539,29,0,0,6,2.21,840,26,0,0,11,2.42,341,29,0,0,17,2.59,309,27,0,1,13,2.48,511,21,0,1,8,2.48,305,Bigeast,58.6,-1.758627036,45.68,-2.941580588,7,7,1,0,0,1,1,108,0,0,0,0,0,1,0
Miami-FL,2013,73.86,-0.203106304,18,0,9,8,3.44,1838,33,2,8,23,3.36,1975,16,0,2,13,3.06,855,29,1,6,18,3.14,1575,19,1,9,8,3.53,1693,ACC,75.27,-0.064994644,73.61,-0.248831859,8,6,1,0,0,2,7,24,0,0,0,1,0,0,0
Michigan,2013,75.75,-0.031902878,27,1,16,9,3.63,2661,25,2,10,13,3.56,2132,20,0,6,13,3.25,1314,27,0,6,20,3.19,1479,22,1,13,6,3.59,2124,bigten,82.25,0.644156771,86.54,0.99775751,5,3,1,1,0,2,10,16,1,0,0,0,0,0,0
Michigan State,2013,90.76,1.327760312,18,0,3,14,3.11,1478,18,0,3,14,3.11,876,21,0,2,17,3,1028,22,1,4,12,3.05,1193,23,0,10,10,3.3,1675,bigten,78.15,0.227606513,85.13,0.86181853,5,6,1,1,1,7,10,20,1,0,0,0,0,0,0
Minnesota,2013,72.06,-0.366157187,19,0,0,14,2.74,1215,27,0,0,19,2.7,333,24,0,0,19,2.79,468,25,0,2,18,2.88,702,20,0,3,15,3.05,974,bigten,69.22,-0.67966027,64.89,-1.0895325,10,7,1,1,0,2,19,70,1,0,0,0,0,0,0
Mississippi State,2013,79.58,0.315033166,21,1,2,16,3.1,1712,28,0,4,21,3.04,1056,22,0,1,21,3.05,673,26,0,5,14,2.92,1032,27,0,7,17,3.15,1332,SEC,76.8,0.09044972,78.43,0.215867349,6,5,1,1,0,4,4,46,0,1,0,0,0,0,0
Missouri,2013,90.33,1.288809268,20,0,1,18,3,1462,19,1,1,16,3.11,1037,17,0,1,16,3.06,607,23,0,7,16,3.3,1446,25,1,1,15,2.8,970,SEC,77.14,0.124992912,85.25,0.873387805,7,6,1,0,0,12,12,61,0,1,0,0,0,0,0
NC State,2013,59.79,-1.4776207,23,0,0,19,2.83,1425,22,0,0,17,2.77,618,20,0,1,13,2.75,134,19,1,4,9,3.05,1092,27,0,1,19,2.78,618,ACC,70.65,-0.534375667,71.7,-0.43297615,4,4,0,1,0,0,2,64,0,0,0,1,0,0,0
Nebraska,2013,76.82,0.065021813,25,0,5,19,3.16,1921,17,0,6,11,3.35,1257,19,0,11,7,3.53,1698,21,0,8,10,3.24,1407,20,0,5,15,3.25,1233,bigten,81.06,0.523255599,81.06,0.46942729,7,3,1,1,0,5,5,21,1,0,0,0,0,0,0
North Carolina,2013,75.68,-0.038243746,17,0,2,15,3.12,1460,23,0,3,18,3.04,813,25,0,9,14,3.28,1661,21,0,4,16,3.14,1195,29,1,13,10,3.34,2084,ACC,76.7,0.080289958,72.86,-0.321139827,6,6,1,0,0,1,5,41,0,0,0,1,0,0,0
Northwestern,2013,70.08,-0.545513157,19,0,1,15,2.89,1335,21,0,2,12,2.76,525,17,0,0,15,2.88,126,17,0,0,16,2.94,281,18,0,1,10,2.67,471,bigten,81.72,0.59031003,71.35,-0.466719869,8,7,1,1,1,7,7,28,1,0,0,0,0,0,0
Notre Dame,2013,79.8,0.334961607,24,4,14,6,3.92,2893,17,1,8,7,3.53,1521,23,2,8,12,3.48,1976,23,0,10,12,3.39,1618,18,1,9,5,3.44,1564,Ind,91.08,1.541263791,79.91,0.358555073,4,8,0,1,0,3,22,14,0,0,0,0,0,0,1
Ohio State,2013,86.57,0.948214092,24,2,16,6,3.83,2903,25,2,14,9,3.72,2382,23,1,9,12,3.43,1927,19,0,8,9,3.32,1327,25,2,15,8,3.76,2478,bigten,85.37,0.961141358,74.19,-0.192913697,9,4,1,0,0,1,11,2,1,0,0,0,0,0,0
Oklahoma,2013,88.08,1.084995665,24,0,7,14,3.17,2068,25,1,11,13,3.52,1937,17,2,7,8,3.65,1722,29,0,16,13,3.55,2213,23,0,11,11,3.43,1830,bigtwelve,85.7,0.994668574,92.48,1.570436617,8,3,0,1,0,14,14,15,0,0,1,0,0,0,0
Oklahoma State,2013,88.04,1.081372312,23,0,3,17,3,1564,24,0,3,17,2.96,1015,27,0,2,22,2.96,1096,27,0,5,22,3.19,1170,24,0,5,13,2.96,1049,bigtwelve,83.56,0.777249659,97.01,2.007176744,7,7,1,1,1,8,8,11,0,0,1,0,0,0,0
Ole Miss,2013,80.49,0.397464445,27,3,9,15,3.56,2496,19,0,2,14,2.95,907,27,1,5,21,3.26,1573,25,0,8,16,3.28,1554,37,1,8,22,3.11,1628,SEC,80.91,0.508015955,61.77,-1.390333647,8,7,1,1,1,1,1,29,0,1,0,0,0,0,0
Oregon,2013,93.58,1.583206694,19,1,7,7,3.26,1778,21,0,10,9,3.38,1641,23,2,9,12,3.57,2048,23,1,10,9,3.39,1851,26,0,4,16,2.92,1126,pacten,93.91,1.828785067,91.82,1.506805605,8,7,1,1,1,0,0,4,0,0,0,0,1,0,0
Oregon State,2013,79.72,0.327714901,25,0,1,21,2.92,1500,23,0,2,16,2.87,917,24,0,1,15,2.71,435,18,0,4,12,3.11,924,24,0,1,13,2.63,595,pacten,83.78,0.799601136,65.76,-1.005655257,8,7,1,1,0,12,12,31,0,0,0,0,1,0,0
Penn State,2013,73.47,-0.238433996,17,1,3,8,3,1456,19,0,2,11,2.79,708,16,0,5,8,3.13,890,20,0,12,7,3.55,1852,27,0,7,12,2.96,1335,bigten,78.83,0.296692897,78.82,0.253467493,6,5,0,0,0,1,1,48,1,0,0,0,0,0,0
Pittsburgh,2013,72.94,-0.286443422,27,1,2,15,2.81,1568,16,0,4,10,3.13,795,20,0,2,10,2.7,385,24,0,4,19,3.13,1144,20,0,4,11,2.95,804,ACC,72.4,-0.356579825,69.65,-0.63061793,5,8,0,1,0,1,1,58,0,0,0,1,0,0,0
Purdue,2013,51.65,-2.214973023,23,0,1,15,2.74,1294,26,0,2,22,3,1005,15,0,0,11,2.73,100,24,0,1,13,2.63,564,20,0,1,8,2.5,226,bigten,68.63,-0.739602868,70.28,-0.569879237,5,9,0,1,0,0,2,83,1,0,0,0,0,0,0
Rutgers,2013,61.85,-1.291018024,22,0,1,16,2.82,1452,19,1,4,13,3.26,1296,24,0,4,15,2.96,1014,24,0,2,14,2.75,454,23,0,4,15,3,981,Bigeast,74.62,-0.1310331,76.98,0.076071944,7,5,1,1,0,1,1,35,0,0,0,0,0,1,0
South Carolina,2013,88.99,1.167426944,21,0,8,13,3.38,1962,25,0,8,15,3.24,1534,32,1,6,25,3.25,1638,23,1,5,11,3.04,1342,29,0,14,11,3.34,1952,SEC,90.1,1.44169812,88.23,1.160691465,6,5,1,1,1,8,23,9,0,1,0,0,0,0,0
South Florida,2013,53.66,-2.032899538,24,0,2,16,2.83,1410,20,0,2,16,3,780,21,0,1,16,2.86,322,20,0,2,13,2.85,464,30,0,6,18,3,1197,Bigeast,64.88,-1.120593958,71.02,-0.498535375,4,6,0,0,0,0,3,95,0,0,0,0,0,1,0
Southern Cal,2013,84.55,0.765234768,12,5,7,0,4.42,2193,15,3,10,2,4.07,2040,30,1,14,13,3.47,2315,20,5,14,1,4.2,3003,19,4,11,2,3.89,2410,pacten,78.32,0.244878109,86.48,0.991972873,6,7,0,1,0,3,4,25,0,0,0,0,1,0,0
Southern Methodist,2013,61.57,-1.316381495,22,0,0,7,2.32,1065,22,0,0,13,2.59,125,27,0,1,20,2.81,504,26,0,0,16,2.62,297,26,0,1,7,2.35,190,Bigeast,72.94,-0.301717108,73.88,-0.22280099,5,5,1,1,1,5,14,73,0,0,0,0,0,1,0
Stanford,2013,91.57,1.401133209,12,0,4,8,3.33,1176,22,3,10,9,3.73,2297,19,0,7,11,3.32,1311,23,0,5,16,3.13,1314,22,0,8,12,3.27,1583,pacten,87.85,1.213103466,90.48,1.377615369,5,8,0,1,1,2,2,3,0,0,0,0,1,0,0
Syracuse,2013,70.91,-0.470328584,19,0,0,11,2.58,1035,21,0,0,13,2.62,437,26,0,0,12,2.46,250,29,0,1,11,2.38,277,14,0,0,4,2.29,62,ACC,77.61,0.172743796,65.97,-0.985409026,6,6,0,1,1,0,0,81,0,0,0,1,0,0,0
TCU,2013,74.11,-0.180460349,23,0,2,17,2.95,1620,22,0,3,17,3.05,952,25,0,2,23,3.08,1122,18,0,2,16,3.11,823,20,0,4,12,3,827,bigtwelve,78.39,0.251989942,84.13,0.765407906,5,9,1,1,0,12,12,22,0,0,1,0,0,0,0
Temple,2013,58.73,-1.573639553,21,0,0,7,2.33,885,29,0,0,5,2.17,228,21,0,0,4,2.19,80,25,0,0,7,2.28,299,28,0,0,1,2.04,65,Bigeast,63.34,-1.277054299,74.5,-0.163026403,3,6,0,0,0,0,0,109,0,0,0,0,0,1,0
Tennessee,2013,71.86,-0.384273951,21,0,5,15,3.19,1820,21,0,10,9,3.38,1595,27,0,12,14,3.41,1811,25,1,12,9,3.44,2048,21,2,9,10,3.62,2037,SEC,73.5,-0.244822439,74.09,-0.202554759,5,8,0,0,0,0,6,54,0,1,0,0,0,0,0
Texas,2013,78.63,0.228978533,15,0,9,6,3.6,1737,28,2,15,10,3.64,2481,22,1,15,6,3.77,2322,25,2,19,4,3.92,2728,20,3,11,6,3.85,2375,bigtwelve,83.63,0.784361492,85.21,0.86953138,10,7,1,1,1,15,29,18,0,0,1,0,0,0,0
